180.164,321.262,427.006
91.7767,212.502,212.757
111.769,252.976,293.616
121.956,268.718,317.409
130.046,284.822,341.203
132.052,285.117,357.471
148.868,288.999,365.381
168.523,309.044,403.293
172.504,313.398,410.717
176.497,317.836,418.481
180.322,321.496,427.031
205.754,299.609,217.65
225.803,400.296,399.342
266.245,543.458,682.054
280.997,638.792,778.304
327.784,822.457,1069.41
421.044,967.915,1281.38
519.347,1477.44,1782.8
577.299,1693.47,2193.91
597.875,1865.17,2444.17
654.207,2082.46,2863.19
87.2841,158.752,282.498
107.487,248.371,479.876
138.84,333.684,849.473
152.695,407.516,945.231
184.356,493.818,1369.38
232.693,594.644,1677.19
278.62,771.388,2481.82
307.295,872.506,3048
325.35,968.332,3366.25
359.682,1088.68,3958.99
87.4052,142.436,233.889
111.559,190.575,329.668
140.518,248.697,461.661
161.981,292.134,554.726
209.045,388.209,850.417
219.559,409.535,887.721
286.731,547.91,1316.87
321.24,630.653,1596.6
354.492,699.954,1896.97
393.508,805.492,2273.02
59.1861,123.689,193.238
83.0957,171.662,289.747
91.0894,187.5,322.202
103.089,211.891,370.685
103.153,211.665,370.374
105.134,215.653,378.38
113.551,234.139,417.231
115.332,238.52,425.15
116.996,241.804,433.066
118.709,246.058,440.329
59.1609,139.778,242.396
79.1261,179.51,322.425
89.0949,195.674,345.994
97.0902,211.44,370.634
99.0888,211.822,386.876
109.446,216.65,396.103
117.936,235.092,434.762
121.462,238.997,442.54
124.981,242.713,451.044
128.545,246.891,458.429
64.4068,152.983,267.072
88.406,201.056,363.328
96.3489,217.248,395.671
108.327,241.568,443.955
108.454,241.444,443.59
110.381,245.351,451.892
118.467,269.586,499.788
120.253,273.358,507.448
121.872,277.085,514.976
123.633,280.637,523.72
97.3014,228.97,388.296
121.342,276.53,485.094
146.539,332.098,691.868
172.187,383.087,811.489
216.36,499.146,1478.53
229.819,526.841,1541.28
301.031,724.25,2641.64
331.869,859.058,3171.42
101.053,207.788,363.129
116.916,239.679,427.543
116.907,239.719,427.304
52.8741,111.719,170.184
69.0474,143.485,234.305
84.9294,175.672,298.277
100.972,207.584,363.279
116.972,239.764,427.255
116.908,239.493,427.188
117.061,239.794,427.452
116.998,239.562,427.113
117.019,239.7,427.344
116.969,239.68,427.235
58.9211,123.663,194.366
83.0169,171.58,290.94
90.8784,187.867,322.574
103.101,211.671,370.698
102.984,211.747,371.118
104.911,215.748,378.81
113.333,234.283,417.91
115.066,238.077,425.802
117.002,242.079,433.45
118.735,245.647,441.215
87.2946,142.746,234.403
111.179,190.705,331.267
140.028,248.944,466.522
161.581,293.106,551.228
209.617,388.721,855.954
220.445,408.773,897.91
286.646,547.955,1319.47
320.595,627.446,1607.34
353.808,699.517,1923.61
393.174,807.762,2302.2
58.9861,123.675,194.11
82.9491,171.72,290.292
90.9317,187.55,323.07
103.037,211.719,371.146
102.943,211.857,371.333
104.913,215.637,379.087
113.303,234.447,417.751
115.102,238.354,425.885
116.866,242.111,433.393
118.729,245.775,441.446
91.7366,197.092,164.891
115.891,245.002,261.09
124.016,261.962,293.43
136.015,285.729,342.013
135.729,285.378,341.764
137.897,289.71,349.918
155.159,310.454,387.023
157.1,314.61,395.372
158.953,318.779,403.32
160.924,322.421,411.175
